name;coords;phone-number;rating;address;working-hours;category;place_id
Музей Казанской иконы Богородицы;[49.115536, 55.796532];+7 (927) 491-73-03;4.0;ул. Япеева, 2, Казань;['Mo 08:00-12:00,13:00-18:00', 'Tu 08:00-12:00,13:00-18:00', 'We 08:00-12:00,13:00-18:00', 'Th 08:00-12:00,13:00-18:00', 'Fr 08:00-12:00,13:00-18:00'];музей;386
Музей А. М. Горького и Ф. И. Шаляпина;[49.129611, 55.793613];+7 (843) 238-53-73;4.4;ул. Горького, 10, Казань;['Tu 10:00-17:00', 'We 10:00-17:00', 'Th 12:00-20:00', 'Fr 10:00-16:00', 'Sa 10:00-17:00', 'Su 10:00-17:00'];музей;387
Народный музей боевой и трудовой славы порохового завода;[49.059, 55.815344];+7 (843) 555-21-39;4.3;ул. 25 Октября, 20/8, Казань;['Mo 08:00-12:00,13:00-17:00', 'Tu 08:00-12:00,13:00-17:00', 'We 08:00-12:00,13:00-17:00', 'Th 08:00-12:00,13:00-17:00', 'Fr 08:00-12:00,13:00-17:00'];музей;388
Тесла. Лаборатория чудес;[49.114692, 55.790674];;3.1;ул. Баумана, 54, Казань • этаж 2;['Mo 10:00-19:00', 'Tu 10:00-19:00', 'We 10:00-19:00', 'Th 10:00-19:00', 'Fr 10:00-19:00', 'Sa 10:00-19:00', 'Su 10:00-19:00'];музей;389
Дом занимательной науки и техники;[49.119894, 55.773992];+7 (966) 250-00-30;4.6;ул. Габдуллы Тукая, 91, Казань • этаж 1;['Mo 10:00-19:00', 'Tu 10:00-19:00', 'We 10:00-19:00', 'Th 10:00-19:00', 'Fr 10:00-19:00', 'Sa 10:00-19:00', 'Su 10:00-19:00'];музей;390
Галерея современного искусства государственного музея изобразительных искусств Республики Татарстан;[49.135775, 55.795465];+7 (843) 238-43-27;4.4;ул. Карла Маркса, 57, Казань;['Tu 11:00-20:00', 'We 11:00-20:00', 'Th 11:00-20:00', 'Fr 11:00-20:00', 'Sa 11:00-20:00', 'Su 11:00-20:00'];музей;391
Музей МВД Татарстана;[49.120084, 55.795258];+7 (843) 291-37-98;4.3;ул. Дзержинского, 21, Казань;['Mo 09:00-18:00', 'Tu 09:00-18:00', 'We 09:00-18:00', 'Th 09:00-18:00', 'Fr 09:00-18:00'];музей;392
Музей археологии Института археологии им. А.Х. Халикова государственного научного бюджетного учреждения академия наук Республики Татарстан;[49.106163, 55.796744];;4.1;пр. Шейнкмана, 10, Казань;[];музей;393
Музей естественной истории Татарстана;[49.106164, 55.798486];+7 (843) 567-80-37;4.9;12, Вахитовский район, территория Кремль, Казаньподъезд 2, этаж 1;['Tu 10:00-18:00', 'We 10:00-18:00', 'Th 10:00-18:00', 'Fr 11:00-20:00', 'Sa 10:00-18:00', 'Su 10:00-18:00'];музей;394
Дом-музей В. И. Ленина;[49.13888, 55.786927];+7 (843) 236-90-12;4.5;ул. Ульянова-Ленина, 58, Казань;['Tu 10:00-17:00', 'We 10:00-17:00', 'Th 10:00-17:00', 'Fr 10:00-16:00', 'Sa 10:00-17:00', 'Su 10:00-17:00'];музей;395
Городская панорама;[49.114171, 55.79615];+7 (843) 292-40-52;4.9;ул. Дзержинского, 7, Казань;['Mo 10:00-18:00', 'Tu 10:00-18:00', 'We 10:00-18:00', 'Th 10:00-18:00', 'Fr 11:00-20:00', 'Sa 10:00-18:00', 'Su 10:00-18:00'];музей;396
Музей счастливого детства;[49.120819, 55.788289];+7 (843) 292-59-47;4.4;Университетская ул., 9, Казань;['Mo 10:00-20:00', 'Tu 10:00-20:00', 'We 10:00-20:00', 'Th 10:00-20:00', 'Fr 10:00-20:00', 'Sa 10:00-20:00', 'Su 10:00-20:00'];музей;397
Музей-галерея Дом Art;[49.131234, 55.788952];+7 (843) 505-07-77;4.6;ул. Некрасова, 32, Казань;['Tu 12:00-20:00', 'We 12:00-20:00', 'Th 12:00-20:00', 'Fr 12:00-20:00', 'Sa 10:00-18:00', 'Su 10:00-18:00'];музей;398
Музей татарского быта;[49.116374, 55.78049];+7 (996) 909-13-74;4.5;ул. Каюма Насыри, 11, Казань;['Mo 10:00-18:00', 'Tu 10:00-18:00', 'We 10:00-18:00', 'Th 10:00-18:00', 'Fr 10:00-18:00', 'Sa 10:00-18:00', 'Su 10:00-18:00'];музей;399
Казанский Кремль;[49.107295, 55.797557];+7 (843) 567-80-01;5.0;Республика Татарстан, Казань, проезд Шейнкмана;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];музей;400
Дом-музей Е.А. Боратынского;[49.135378, 55.793879];+7 (843) 236-13-22;4.6;ул. Горького, 25, Казань;['Tu 10:00-18:00', 'We 10:00-18:00', 'Th 12:00-20:00', 'Fr 10:00-17:00', 'Sa 10:00-18:00', 'Su 10:00-18:00'];музей;401
Музей истории связи;[49.176979, 55.801749];+7 (917) 267-25-11;4.2;ул. Бари Галеева, 3А, Казань;['Mo 08:00-12:00,13:00-17:00', 'Tu 08:00-12:00,13:00-17:00', 'We 08:00-12:00,13:00-17:00', 'Th 08:00-12:00,13:00-17:00', 'Fr 08:00-12:00,13:00-17:00'];музей;402
Эрмитаж-Казань;[49.106121, 55.798474];+7 (843) 567-80-32;4.7;12, Вахитовский район, территория Кремль, Казаньподъезд 2, этаж 3;['Tu 10:00-18:00', 'We 10:00-18:00', 'Th 10:00-18:00', 'Fr 11:00-20:00', 'Sa 10:00-18:00', 'Su 10:00-18:00'];музей;403
Музей истории государственности татарского народа и Республики Татарстан;[49.104948, 55.800815];+7 (843) 567-80-24;4.3;1А, Вахитовский район, территория Кремль, Казань;['Tu 10:00-18:00', 'We 10:00-18:00', 'Th 10:00-18:00', 'Fr 11:00-20:00', 'Sa 10:00-18:00', 'Su 10:00-18:00'];музей;404
Гвардия;[49.064296, 55.81221];+7 (903) 305-50-97;4.4;ул. 1 Мая, 5, Казань • этаж 6;['Mo 10:00-22:00', 'Tu 10:00-22:00', 'We 10:00-22:00', 'Th 10:00-22:00', 'Fr 10:00-22:00', 'Sa 10:00-22:00', 'Su 10:00-22:00'];развлечения;405
Хантер;[48.968702, 55.840892];+7 (917) 288-97-98;4.8;3, Кировский район, территория Озеро Лебяжье, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];развлечения;406
Paintball City;[49.110396, 55.689248];+7 (927) 039-19-56;4.3;Ново-Давликеевская ул., 2А, корп. 1, Казань;['Mo 08:00-21:00', 'Tu 08:00-21:00', 'We 08:00-21:00', 'Th 08:00-21:00', 'Fr 08:00-21:00', 'Sa 08:00-21:00', 'Su 08:00-21:00'];развлечения;407
Солдат Удачи;[49.023491, 55.901046];+7 (843) 214-01-00;4.8;Харьковская ул., 222А, Казань;['Mo 08:00-23:00', 'Tu 08:00-23:00', 'We 08:00-23:00', 'Th 08:00-23:00', 'Fr 08:00-23:00', 'Sa 08:00-23:00', 'Su 08:00-23:00'];развлечения;408
Стрелок;[49.185016, 55.815379];+7 (843) 253-08-81;4.8;ул. Академика Арбузова, 5, Казаньэтаж цокольный;['Mo 10:00-22:00', 'Tu 10:00-22:00', 'We 10:00-22:00', 'Th 10:00-22:00', 'Fr 10:00-22:00', 'Sa 10:00-22:00', 'Su 10:00-22:00'];развлечения;409
Action;[49.198335, 55.840237];;5.0;Сибирский тракт, 59, Казань;['Mo 09:00-16:00', 'Tu 09:00-16:00', 'We 09:00-16:00', 'Th 09:00-16:00', 'Fr 09:00-16:00', 'Sa 09:00-16:00', 'Su 09:00-16:00'];развлечения;410
Грин Кэт;[49.046658, 55.546593];+7 (920) 826-20-86;4.1;Орел, база отдыха Андриабуж;['Mo 09:00-19:00', 'Tu 09:00-19:00', 'We 09:00-19:00', 'Th 09:00-19:00', 'Fr 09:00-19:00', 'Sa 09:00-19:00', 'Su 09:00-19:00'];развлечения;411
Революция;[48.962419, 55.833272];;4.3;2, Кировский район, территория Озеро Лебяжье, Казаньлыжная база Динамо;['Mo 08:00-18:00', 'Tu 08:00-18:00', 'We 08:00-18:00', 'Th 08:00-18:00', 'Fr 08:00-18:00', 'Sa 08:00-18:00', 'Su 08:00-18:00'];развлечения;412
Площадка MineArena, лазертаг клуб Солдат Удачи;[49.195338, 55.788201];+7 (843) 214-01-00;4.7;просп. Альберта Камалеева, 27/2, Казаньэтаж цокольный;['Mo 09:00-23:00', 'Tu 09:00-23:00', 'We 09:00-23:00', 'Th 09:00-23:00', 'Fr 09:00-23:00', 'Sa 09:00-23:00', 'Su 09:00-23:00'];развлечения;413
Action;[49.195392, 55.901778];+7 (960) 048-46-54;4.8;М-7 Волга, 812-й километр, 1, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];развлечения;414
Пейнтбольный клуб Сопротивление;[49.023491, 55.901046];+7 (843) 251-02-25;4.2;Харьковская ул., 222А, Казань;['Mo 08:00-23:00', 'Tu 08:00-23:00', 'We 08:00-23:00', 'Th 08:00-23:00', 'Fr 08:00-23:00', 'Sa 09:00-23:00', 'Su 09:00-23:00'];развлечения;415
Battle Game Иннополис;[48.737601, 55.74878];+7 (843) 528-24-20;4.8;Республика Татарстан, Верхнеуслонский район, Иннополис;['Mo 09:00-21:00', 'Tu 09:00-21:00', 'We 09:00-21:00', 'Th 09:00-21:00', 'Fr 09:00-21:00', 'Sa 09:00-21:00', 'Su 09:00-21:00'];развлечения;416
Пейнтбол-лазертаг клуб Солдат удачи, площадка Петровский;[49.098458, 55.675982];+7 (843) 214-01-00;4.1;Республика Татарстан, Лаишевский район, Матюшинское сельское поселение;['Mo 09:00-23:00', 'Tu 09:00-23:00', 'We 09:00-23:00', 'Th 09:00-23:00', 'Fr 09:00-23:00', 'Sa 09:00-23:00', 'Su 09:00-23:00'];развлечения;417
Пейнтбольный клуб POLIGON;[49.19708, 55.841677];+7 (843) 259-52-01;3.9;Сибирский тракт, 59, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];развлечения;418
Батл Гейм;[48.918495, 55.821148];+7 (843) 528-24-20;4.8;ул. Лейтенанта Красикова, 79, корп. 1, Казань;['Mo 09:00-21:00', 'Tu 09:00-21:00', 'We 09:00-21:00', 'Th 09:00-21:00', 'Fr 09:00-21:00', 'Sa 09:00-21:00', 'Su 09:00-21:00'];развлечения;419
Sparta;[49.050544, 55.798787];+7 (843) 258-74-27;3.0;Адмиралтейская ул., 3, корп. 1, Казаньэтаж 4;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];развлечения;420
Патриот;[49.087444, 55.863698];;4.8;Ленинградская ул., 26, Казань;['Mo 08:00-23:00', 'Tu 08:00-23:00', 'We 08:00-23:00', 'Th 08:00-23:00', 'Fr 08:00-23:00', 'Sa 08:00-23:00', 'Su 08:00-23:00'];развлечения;421
Центр пейнтбола Sport City;[49.203161, 55.793037];+7 (987) 225-06-65;4.5;Аграрная ул., 3, Казань;['Mo 08:00-04:00', 'Tu 08:00-04:00', 'We 08:00-04:00', 'Th 08:00-04:00', 'Fr 08:00-04:00', 'Sa 08:00-04:00', 'Su 08:00-04:00'];развлечения;422
Шутер;[49.149729, 55.758505];+7 (904) 717-02-25;4.4;Оренбургский тракт, 8, корп. 7, Казань;['Mo 08:00-23:00', 'Tu 08:00-23:00', 'We 08:00-23:00', 'Th 08:00-23:00', 'Fr 08:00-23:00', 'Sa 08:00-23:00', 'Su 08:00-23:00'];развлечения;423
Спарта;[49.225453, 55.73891];+7 (843) 258-74-27;3.9;Дубравная ул., 2Е, Приволжский район, микрорайон Горки-3, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];развлечения;424
Лазертаг на открытом полигоне в лесу;[49.096407, 55.957081];+7 (987) 266-66-02;4.2;Республика Татарстан, Высокогорский район, село Семиозёрка, Заречная улицаДля уточнения проезда звоните по телефону;['Mo 09:00-21:00', 'Tu 09:00-21:00', 'We 09:00-21:00', 'Th 09:00-21:00', 'Fr 09:00-21:00', 'Sa 09:00-21:00', 'Su 09:00-21:00'];развлечения;425
Стрелок;[48.976468, 55.846084];+7 (843) 253-08-81;4.1;Республика Татарстан, Казань, Кировский район, территория Озеро Глубокое;['Mo 09:00-22:00', 'Tu 09:00-22:00', 'We 09:00-22:00', 'Th 09:00-22:00', 'Fr 09:00-22:00', 'Sa 09:00-22:00', 'Su 09:00-22:00'];развлечения;426
Тайницкая башня Казанского кремля;[49.104142, 55.801245];;5.0;1Б, Вахитовский район, территория Кремль, Казань;[];доспримечательности;427
Руины Никольской церкви;[48.655778, 55.772862];;4.5;Республика Татарстан, Зеленодольский район, село Свияжск, Никольская улица;[];доспримечательности;428
Музей истории Дух Золотой Орды;[49.103803, 55.799605];+7 (927) 249-80-08;4.3;16/1, Вахитовский район, территория Кремль, Казань;['Mo 10:00-19:00', 'Tu 10:00-19:00', 'We 10:00-19:00', 'Th 10:00-19:00', 'Fr 10:00-19:00', 'Sa 10:00-19:00', 'Su 10:00-19:00'];доспримечательности;429
Зеркальные столбы;[49.212833, 55.762905];;4.2;Республика Татарстан, Казань, Ометьевский лес;[];доспримечательности;430
Музей Н.И. Лобачевского;[49.120278, 55.791544];+7 (960) 031-01-30;4.2;Кремлёвская ул., 18, корп. 2, Казань;['Mo 09:00-18:00', 'Tu 09:00-18:00', 'We 09:00-18:00', 'Th 09:00-18:00', 'Fr 09:00-18:00', 'Sa 09:00-18:00'];доспримечательности;431
Дом Августы Игоревны Жантэ;[49.141968, 55.788094];;4.0;ул. Достоевского, 12, Казань;[];доспримечательности;432
Дом Эммануила Даниловича Пёльцама;[49.135807, 55.783026];+7 (904) 663-50-35;4.4;ул. Волкова, 14, Казань;[];доспримечательности;433
Ленточный лабиринт;[49.113363, 55.791655];8 (800) 700-06-80;5.0;ул. Баумана, 17, Казань;['Mo 10:00-22:00', 'Tu 10:00-22:00', 'We 10:00-22:00', 'Th 10:00-22:00', 'Fr 10:00-22:00', 'Sa 10:00-22:00', 'Su 10:00-22:00'];доспримечательности;434
Казанский зооботанический сад;[49.133944, 55.767484];+7 (843) 278-05-30;4.1;ул. Хади Такташа, 112, Казань;['Mo 08:30-17:00', 'Tu 08:30-17:00', 'We 08:30-17:00', 'Th 08:30-17:00', 'Fr 08:30-17:00', 'Sa 08:30-17:00', 'Su 08:30-17:00'];доспримечательности;435
Площадка Сабантуй;[49.116062, 55.780769];;4.2;ул. Каюма Насыри, 5А, Казань;[];доспримечательности;436
Пасека;[49.116812, 55.780596];;4.2;ул. Шигабутдина Марджани, 10, Казань;[];доспримечательности;437
Экскурсия в Раифский монастырь и Храм всех религий;[49.114472, 55.79109];;4.2;Профсоюзная ул., 16Б, Вахитовский район, Казань;['Mo 09:00-21:00', 'Tu 09:00-21:00', 'We 09:00-21:00', 'Th 09:00-21:00', 'Fr 09:00-21:00', 'Sa 09:00-21:00', 'Su 09:00-21:00'];доспримечательности;438
Музей иллюзий и Дом великана;[49.113301, 55.791626];8 (800) 700-06-80;4.2;ул. Баумана, 17, Казань;['Mo 10:00-22:00', 'Tu 10:00-22:00', 'We 10:00-22:00', 'Th 10:00-22:00', 'Fr 10:00-22:00', 'Sa 10:00-22:00', 'Su 10:00-22:00'];доспримечательности;439
Доходный дом Меркулова-Губайдуллина;[49.123276, 55.784871];;4.1;ул. Островского, 53, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;440
Мост Миллениум;[49.143524, 55.806607];;4.8;Республика Татарстан, Казань, мост Миллениум;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;441
Регина;[49.096917, 55.675438];+7 (843) 223-06-42;4.4;Центральная ул., 70, село Рождествено;['Tu 10:00-18:00', 'We 10:00-18:00', 'Th 10:00-18:00', 'Fr 10:00-18:00', 'Sa 10:00-18:00', 'Su 10:00-18:00'];доспримечательности;442
Достопримечательность;[49.10737, 55.796905];;4.8;Республика Татарстан, Казань, Вахитовский район, территория Кремль;[];доспримечательности;443
Бывший речной вокзал;[49.091457, 55.773266];;4.1;ул. Девятаева, 1, корп. 1, Казань;[];доспримечательности;444
Знак #иннополис;[48.753526, 55.751057];;5.0;Республика Татарстан, Верхнеуслонский район, Иннополис, особая экономическая зона Иннополис;[];доспримечательности;445
Музейно-выставочный центр;[49.068933, 55.803491];;4.2;Кожевенная ул., 20, Казань;['Mo 08:00-17:00', 'Tu 08:00-17:00', 'We 08:00-17:00', 'Th 08:00-17:00', 'Fr 08:00-17:00'];доспримечательности;446
Здание суконной мануфактуры;[49.134035, 55.780823];;4.3;Петербургская ул., 52Б, Казань;[];доспримечательности;447
Конь в пальто;[49.115113, 55.790484];;4.7;ул. Баумана, 56, Казань;[];доспримечательности;448
Собор Петра и Павла;[49.113083, 55.793516];;5.0;ул. Мусы Джалиля, 21, Казань;['Mo 07:00-19:00', 'Tu 07:00-19:00', 'We 07:00-19:00', 'Th 07:00-19:00', 'Fr 07:00-19:00', 'Sa 07:00-19:00', 'Su 07:00-19:00'];доспримечательности;449
Улица Баумана;[49.108068, 55.794194];;5.0;Республика Татарстан, Казань, улица Баумана;[];доспримечательности;450
Шамовские ворота;[49.137116, 55.781654];;4.3;Республика Татарстан, Казань, улица Роща Фрунзе;[];доспримечательности;451
Безымянная башня;[49.103903, 55.79919];;4.4;16/1, Вахитовский район, территория Кремль, Казань;[];доспримечательности;452
Мельница Туган Авылым;[49.136781, 55.779689];;4.6;ул. Туфана Миннуллина, 14/56, Казань;['Mo 10:00-19:00', 'We 10:00-19:00', 'Th 10:00-19:00', 'Fr 10:00-19:00', 'Sa 10:00-19:00', 'Su 10:00-19:00'];доспримечательности;453
Планетарий Казанского федерального университета имени А. А. Леонова;[48.815418, 55.839088];+7 (967) 465-93-59;5.0;ул. АОЭ, 7, корп. 1, посёлок Октябрьскийтерритория Астрономической обсерватории им. В.П. Энгельгардта;['Mo 11:00-17:30', 'We 11:00-17:30', 'Th 11:00-17:30', 'Fr 15:00-20:00', 'Sa 11:00-17:30', 'Su 11:00-17:30'];доспримечательности;454
Галерея-мастерская Зайцева;[49.10366, 55.788384];+7 (927) 039-19-38;5.0;ул. Бурхана Шахиди, 7, Казань • этаж 3;['Mo 10:00-20:00', 'Tu 10:00-20:00', 'We 10:00-20:00', 'Th 10:00-20:00', 'Fr 10:00-20:00', 'Sa 10:00-20:00', 'Su 10:00-20:00'];доспримечательности;455
Братские кельи;[48.728476, 55.901788];;4.5;Республика Татарстан, Зеленодольский район, посёлок Местечко Раифа;[];доспримечательности;456
Музей истории Благовещенского собора музея-заповедника Казанский Кремль;[49.105863, 55.79994];+7 (843) 567-81-62;4.6;2, Вахитовский район, территория Кремль, Казань;['Mo 10:00-17:30', 'Tu 10:00-17:30', 'We 10:00-17:30', 'Th 10:00-17:30', 'Fr 10:00-17:30', 'Sa 10:00-17:30', 'Su 10:00-17:30'];доспримечательности;457
Старый водозабор;[49.016443, 55.791464];;4.5;Республика Татарстан, Казань, Кировский район;[];доспримечательности;458
Ремесленное училище;[48.663154, 55.772633];;4.7;Рождественская площадь, 1А, село Свияжск;[];доспримечательности;459
Музей Баки Урманче;[49.133244, 55.791781];+7 (843) 236-99-62;4.3;ул. Щапова, 20, корп. 1, Казань;['Tu 10:00-18:00', 'We 10:00-18:00', 'Th 10:00-18:00', 'Fr 10:00-18:00', 'Sa 10:00-18:00', 'Su 10:00-16:00'];доспримечательности;460
Малая колокольня;[49.056874, 55.807162];;4.3;Республика Татарстан, Казань, Кировский район, территория Зилантова Гора;[];доспримечательности;461
Казань;[49.112781, 55.802852];;5.0;Республика Татарстан, Казань, Кремлёвская набережная;[];доспримечательности;462
Смотровая площадка;[48.616801, 55.722484];;5.0;Республика Татарстан, Верхнеуслонский район, Бурнашевское сельское поселение;[];доспримечательности;463
Колокольня;[49.089119, 55.822381];;4.4;Республика Татарстан, Казань, Московский район;[];доспримечательности;464
Александровский пассаж;[49.115416, 55.79406];;4.7;Кремлёвская ул., 17/22, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;465
Старая Проломная аптека;[49.120804, 55.787922];+7 (843) 292-34-84;4.7;ул. Баумана, 49, Казань;['Mo 08:00-22:00', 'Tu 08:00-22:00', 'We 08:00-22:00', 'Th 08:00-22:00', 'Fr 08:00-22:00', 'Sa 09:00-22:00', 'Su 09:00-22:00'];доспримечательности;466
Музей истории Свияжска;[48.655636, 55.770715];+7 (987) 003-07-47;4.7;Успенская ул., 22, село Свияжск;['Mo 09:00-16:30', 'Tu 09:00-16:30', 'We 09:00-16:30', 'Th 09:00-16:30', 'Fr 09:00-16:30', 'Sa 09:00-18:00', 'Su 09:00-16:30'];доспримечательности;467
Смотровая площадка гостинично-развлекательного комплекса Казанская Ривьера;[49.131454, 55.814845];;4.6;ул. Фатыха Амирхана, 1, Казань;[];доспримечательности;468
Кабанское городище;[49.16437, 55.74464];;3.7;Республика Татарстан, Казань, Приволжский район;[];доспримечательности;469
Дом Юнусовых-Апанаевых;[49.115997, 55.77855];;4.6;ул. Фатыха Карима, 14/67, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;470
Старинный кирпичный тоннель;[49.167606, 55.802853];;4.8;Республика Татарстан, Казань, Советский район;[];доспримечательности;471
Усадьба Сандецкого;[49.134946, 55.794902];+7 (843) 236-69-31;4.9;ул. Карла Маркса, 64, Казань;[];доспримечательности;472
Руины собора Смоленской Богоматери;[49.101388, 55.953474];;4.4;Республика Татарстан, Высокогорский район;[];доспримечательности;473
Чернояровский пассаж;[49.116395, 55.793605];;4.6;Кремлёвская ул., 21, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;474
Музей Оружия;[49.103819, 55.799602];+7 (927) 249-80-08;4.2;16/1, Вахитовский район, территория Кремль, Казань;['Mo 10:00-19:00', 'Tu 10:00-19:00', 'We 10:00-19:00', 'Th 10:00-19:00', 'Fr 10:00-19:00', 'Sa 10:00-19:00', 'Su 10:00-19:00'];доспримечательности;475
Спасская башня Казанского Кремля;[49.121639, 55.78735];;5.0;Республика Татарстан, Казань, улица Баумана;[];доспримечательности;476
Смотровая площадка;[48.970519, 55.779764];;5.0;Республика Татарстан, Верхнеуслонское cельское поселение;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;477
НБУ Краеведческий музей Верхнеуслонского муниципального района;[48.98611, 55.775339];+7 (84379) 2-23-97;3.6;Советская ул., 22, село Верхний Услон;['Mo 08:00-12:00,13:00-16:00', 'Tu 08:00-12:00,13:00-16:00', 'We 08:00-12:00,13:00-16:00', 'Th 08:00-12:00,13:00-16:00', 'Fr 08:00-12:00,13:00-16:00', 'Sa 08:00-12:00,13:00-16:00'];доспримечательности;478
Ротонда;[49.12798, 55.783954];;4.7;Республика Татарстан, Казань, Петербургская улица;[];доспримечательности;479
Музей авто имени Ирека Миниахметова;[49.278952, 55.872493];;4.3;М-7 Волга, 817-й километр, 10, Казань;['Tu 10:00-18:00', 'We 10:00-18:00', 'Th 10:00-18:00', 'Fr 10:00-18:00', 'Sa 10:00-18:00', 'Su 10:00-18:00'];доспримечательности;480
Кирилловская церковь;[49.118136, 55.818731];+7 (937) 007-57-58;4.9;Чистопольская ул., 30, Казань;['Mo 07:30-19:00', 'Tu 07:30-19:00', 'We 07:30-19:00', 'Th 07:30-19:00', 'Fr 07:30-19:00', 'Sa 07:30-19:00', 'Su 06:00-19:00'];доспримечательности;481
Казармы Инженерного корпуса;[48.655242, 55.771072];;4.1;Успенская ул., 15, село Свияжск;[];доспримечательности;482
Тюремный замок;[48.656159, 55.770268];;4.5;Республика Татарстан, Зеленодольский район, село Свияжск, остров Свияжск;[];доспримечательности;483
Художественная галерея;[48.66314, 55.77271];+7 (987) 003-07-47;4.4;Рождественская площадь, 1А, село Свияжск;['Mo 09:00-16:30', 'Tu 09:00-16:30', 'We 09:00-16:30', 'Th 09:00-16:30', 'Fr 09:00-16:30', 'Sa 09:00-18:00', 'Su 09:00-16:30'];доспримечательности;484
Музей А.Н. Мазитова;[49.122846, 55.794848];+7 (843) 264-35-22;4.0;ул. Дзержинского, 27, Казань;['Tu 10:00-18:00', 'We 10:00-18:00', 'Th 10:00-18:00', 'Fr 10:00-18:00', 'Sa 10:00-18:00', 'Su 10:00-16:00'];доспримечательности;485
Преображенская башня;[49.1056, 55.79722];;4.8;10А, Вахитовский район, территория Кремль, Казань;[];доспримечательности;486
Земская больница;[48.655099, 55.772183];;4.0;Никольская ул., 18, село Свияжск;[];доспримечательности;487
Дом Дротоевского;[49.132563, 55.795332];;4.2;ул. Гоголя, 11/56, Казань;[];доспримечательности;488
Достопримечательность;[48.656244, 55.770551];;4.6;Республика Татарстан, Зеленодольский район, село Свияжск, остров Свияжск;[];доспримечательности;489
Карусель;[49.111186, 55.802572];;4.5;Федосеевская ул., 1, Казань;['Mo 12:00-22:00', 'Tu 12:00-22:00', 'We 12:00-22:00', 'Th 12:00-22:00', 'Fr 12:00-22:00', 'Sa 10:00-22:00', 'Su 10:00-22:00'];доспримечательности;490
Восточный клуб;[49.116734, 55.783642];+7 (843) 200-12-37;4.2;ул. Татарстан, 8, Вахитовский район, Казань;['Mo 13:00-20:00', 'Tu 13:00-20:00', 'We 13:00-20:00', 'Th 13:00-20:00', 'Fr 13:00-20:00', 'Sa 13:00-20:00', 'Su 13:00-20:00'];доспримечательности;491
Дом Александры Николаевны Распоповой;[49.13764, 55.784136];;3.9;ул. Волкова, 29, Казань;[];доспримечательности;492
ОстровОк Развлечений;[49.193975, 55.787289];+7 (900) 327-27-17;3.4;ул. Патриса Лумумбы, 47А/1, Казань;['Mo 10:00-21:00', 'Tu 10:00-21:00', 'We 10:00-21:00', 'Th 10:00-21:00', 'Fr 10:00-21:00', 'Sa 10:00-21:00', 'Su 10:00-21:00'];доспримечательности;493
Воскресенская башня;[49.107146, 55.801753];;4.6;1Б, Вахитовский район, территория Кремль, Казань;[];доспримечательности;494
Пожарное депо завода обозных деталей;[49.053701, 55.799881];;3.8;Мало-Московская ул., 19, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;495
